curva,beta_hidden,beta_output,acc_mean,acc_sem,tiempo_seg
lineal,3402.316243755884,1350.2100961166457,0.8401333333333333,0.04507148848300966,316.5
lineal,3402.316243755884,2143.3249269536454,0.8326666666666666,0.02346278771602826,315.6
lineal,3402.316243755884,3402.316243755884,0.7979333333333334,0.051235471292050375,314.1
no_lineal,48.065255673720344,48.065255673720344,0.86205,0.0013888444437333088,278.7
no_lineal,48.065255673720344,76.29883741958413,0.8870333333333335,0.0020036540693517085,292.5
no_lineal,48.065255673720344,121.11685478379853,0.9004500000000001,0.002837350093935465,301.8
no_lineal,48.065255673720344,192.26102269488152,0.9098166666666666,0.002327413124447808,308.4
no_lineal,48.065255673720344,305.19534967833664,0.9163166666666666,0.002676267439440145,311.3
no_lineal,48.065255673720344,484.4674191351938,0.9144833333333332,0.004975793255202482,314.0
no_lineal,48.065255673720344,769.0440907795263,0.9133166666666667,0.010647804503311509,317.1
no_lineal,48.065255673720344,1220.7813987133468,0.89575,0.00987052289507615,317.7
no_lineal,48.065255673720344,1937.8696765407756,0.8360833333333333,0.020203923344700118,319.4
no_lineal,48.065255673720344,3076.176363118102,0.7348500000000001,0.012569805089976547,324.0
no_lineal,76.29883741958413,48.065255673720344,0.88705,0.002017148702720975,292.2
no_lineal,76.29883741958413,76.29883741958413,0.90055,0.00281789913864134,301.6
no_lineal,76.29883741958413,121.11685478379853,0.90945,0.0021879721712631996,307.9
no_lineal,76.29883741958413,192.26102269488152,0.9192666666666667,0.001673541377062646,311.4
no_lineal,76.29883741958413,305.19534967833664,0.9132166666666666,0.004642157863497277,314.7
no_lineal,76.29883741958413,484.4674191351938,0.9125333333333333,0.010434779807433878,314.9
no_lineal,76.29883741958413,769.0440907795263,0.8985333333333333,0.006200552544076346,317.2
no_lineal,76.29883741958413,1220.7813987133468,0.8493166666666667,0.017188341225204764,320.0
no_lineal,76.29883741958413,1937.8696765407756,0.7448,0.010701583475770745,324.9
no_lineal,76.29883741958413,3076.176363118102,0.6986333333333334,0.007591893825117141,325.2
no_lineal,121.11685478379853,48.065255673720344,0.90055,0.00281789913864134,301.4
no_lineal,121.11685478379853,76.29883741958413,0.90975,0.002077792632151306,307.8
no_lineal,121.11685478379853,121.11685478379853,0.9162666666666667,0.0021840753616084695,311.2
no_lineal,121.11685478379853,192.26102269488152,0.9137166666666666,0.004749814811204828,313.9
no_lineal,121.11685478379853,305.19534967833664,0.9249166666666667,0.0021947327518064305,315.4
no_lineal,121.11685478379853,484.4674191351938,0.88695,0.012500288885550706,317.3
no_lineal,121.11685478379853,769.0440907795263,0.8457166666666666,0.016311555776560745,318.5
no_lineal,121.11685478379853,1220.7813987133468,0.7403833333333334,0.010983430281143519,324.5
no_lineal,121.11685478379853,1937.8696765407756,0.69895,0.0037798442060781147,324.7
no_lineal,121.11685478379853,3076.176363118102,0.7165666666666667,0.013281322167559926,325.2
no_lineal,192.26102269488152,48.065255673720344,0.9098166666666666,0.002327413124447808,308.1
no_lineal,192.26102269488152,76.29883741958413,0.9163166666666666,0.002676267439440145,312.4
no_lineal,192.26102269488152,121.11685478379853,0.9144833333333332,0.004975793255202482,314.8
no_lineal,192.26102269488152,192.26102269488152,0.9133166666666667,0.010647804503311509,316.5
no_lineal,192.26102269488152,305.19534967833664,0.89575,0.00987052289507615,316.7
